,DATE,HUMIDITYAVE,HUMIDITYMIN,HUMIDITYMAX
0,1 January 2022,0.6306521739130434,0.51,0.74
0,2 January 2022,0.6306521739130434,0.51,0.74
0,3 January 2022,0.6676595744680851,0.51,0.83
0,4 January 2022,0.6664285714285714,0.51,0.83
0,5 January 2022,0.7031818181818178,0.54,0.88
0,6 January 2022,0.8661764705882352,0.74,0.94
0,7 January 2022,0.7755102040816325,0.62,0.94
0,8 January 2022,0.8249090909090908,0.74,0.94
0,9 January 2022,0.7961224489795918,0.46,1.0
0,10 January 2022,0.8714285714285711,0.83,0.94
0,11 January 2022,0.8099999999999995,0.66,0.94
0,12 January 2022,0.7704761904761903,0.66,0.89
0,13 January 2022,0.8400000000000004,0.74,0.94
0,14 January 2022,0.8661363636363638,0.69,1.0
0,15 January 2022,0.7512499999999995,0.54,1.0
0,16 January 2022,0.7328888888888888,0.55,0.89
0,17 January 2022,0.8381632653061221,0.69,0.94
0,18 January 2022,0.7287179487179487,0.52,0.89
0,19 January 2022,0.8829166666666662,0.74,1.0
0,20 January 2022,0.7876086956521738,0.61,0.94
0,21 January 2022,0.6004166666666667,0.5,0.69
0,22 January 2022,0.7390476190476191,0.57,0.94
0,23 January 2022,0.7370212765957446,0.61,0.88
0,24 January 2022,0.8106818181818182,0.65,0.94
0,25 January 2022,0.798367346938775,0.61,0.94
0,26 January 2022,0.6497777777777773,0.57,0.73
0,27 January 2022,0.614468085106383,0.47,0.78
0,28 January 2022,0.5776595744680848,0.42,0.69
0,29 January 2022,0.6261363636363636,0.42,0.74
0,30 January 2022,0.6906521739130432,0.48,0.83
0,31 January 2022,0.6821739130434782,0.55,0.79
0,1 February 2022,0.6591304347826086,0.32,0.89
0,2 February 2022,0.6591304347826086,0.32,0.89
0,3 February 2022,0.8895918367346936,0.74,1.0
0,4 February 2022,0.7297826086956525,0.61,0.83
0,5 February 2022,0.6991666666666668,0.5,0.88
0,6 February 2022,0.6228000000000002,0.47,0.88
0,7 February 2022,0.6145833333333334,0.44,0.83
0,8 February 2022,0.7039130434782609,0.53,0.83
0,9 February 2022,0.7825531914893611,0.57,0.94
0,10 February 2022,0.5728888888888886,0.27,0.88
0,11 February 2022,0.5617021276595744,0.27,0.94
0,12 February 2022,0.7965217391304347,0.65,0.94
0,13 February 2022,0.7271428571428571,0.5,1.0
0,14 February 2022,0.6057777777777779,0.47,0.88
0,15 February 2022,0.6249999999999999,0.45,0.83
0,16 February 2022,0.6311363636363635,0.51,0.78
0,17 February 2022,0.6411363636363636,0.42,0.83
0,18 February 2022,0.6534042553191485,0.34,0.89
0,19 February 2022,0.7937777777777775,0.58,0.94
0,20 February 2022,0.6906818181818183,0.57,0.83
0,21 February 2022,0.6452380952380952,0.48,0.83
0,22 February 2022,0.656046511627907,0.39,0.89
0,23 February 2022,0.8897826086956522,0.78,1.0
0,24 February 2022,0.9012765957446807,0.79,1.0
0,25 February 2022,0.9076,0.83,0.94
0,26 February 2022,0.9019512195121953,0.83,0.94
0,27 February 2022,0.9020408163265307,0.78,1.0
0,28 February 2022,0.8655102040816327,0.65,1.0
0,1 March 2022,0.8707843137254903,0.74,0.94
0,2 March 2022,0.8707843137254903,0.74,0.94
0,3 March 2022,0.892452830188679,0.78,0.94
0,4 March 2022,0.887608695652174,0.78,1.0
0,5 March 2022,0.9173999999999995,0.83,1.0
0,6 March 2022,0.8416326530612241,0.66,1.0
0,7 March 2022,0.9380769230769226,0.83,1.0
0,8 March 2022,0.9149999999999996,0.79,1.0
0,9 March 2022,0.9435185185185184,0.83,1.0
0,10 March 2022,0.744705882352941,0.65,0.88
0,11 March 2022,0.612790697674419,0.53,0.73
0,12 March 2022,0.6795555555555557,0.57,0.77
0,13 March 2022,0.646808510638298,0.47,0.83
0,14 March 2022,0.7886666666666665,0.64,0.88
0,15 March 2022,0.7964444444444442,0.61,0.94
0,16 March 2022,0.6556521739130435,0.44,0.94
0,17 March 2022,0.8613043478260868,0.61,1.0
0,18 March 2022,0.7757446808510637,0.58,0.94
0,19 March 2022,0.7369999999999994,0.54,0.88
0,20 March 2022,0.7652173913043478,0.6,0.94
0,21 March 2022,0.6710869565217391,0.5,0.83
0,22 March 2022,0.7244444444444443,0.61,0.83
0,23 March 2022,0.7026086956521739,0.48,0.88
0,24 March 2022,0.7680851063829789,0.64,0.88
0,25 March 2022,0.8391111111111109,0.64,0.94
0,26 March 2022,0.8593333333333326,0.69,1.0
0,27 March 2022,0.828888888888889,0.65,1.0
0,28 March 2022,0.9054347826086954,0.78,1.0
0,29 March 2022,0.8918604651162786,0.78,1.0
0,30 March 2022,0.9327659574468082,0.78,1.0
0,31 March 2022,0.9058333333333324,0.83,1.0
0,1 April 2022,0.8308510638297871,0.68,0.94
0,2 April 2022,0.8308510638297871,0.68,0.94
0,3 April 2022,0.6419607843137255,0.5,0.73
0,4 April 2022,0.50375,0.3,0.77
0,5 April 2022,0.514888888888889,0.26,0.72
0,6 April 2022,0.7409090909090906,0.53,0.88
0,7 April 2022,0.9424999999999996,0.88,1.0
0,8 April 2022,0.8765454545454543,0.69,1.0
0,9 April 2022,0.7769387755102038,0.61,0.94
0,10 April 2022,0.7668181818181818,0.65,0.94
0,11 April 2022,0.8144736842105263,0.61,0.94
0,12 April 2022,0.7913953488372089,0.51,0.94
0,13 April 2022,0.7917777777777781,0.69,0.94
0,14 April 2022,0.8627906976744185,0.78,1.0
0,15 April 2022,0.8053333333333333,0.57,1.0
0,16 April 2022,0.7208695652173912,0.44,0.94
0,17 April 2022,0.794444444444445,0.65,0.94
0,18 April 2022,0.7537499999999997,0.5,0.94
0,19 April 2022,0.721086956521739,0.37,0.94
0,20 April 2022,0.7093333333333333,0.37,0.94
0,21 April 2022,0.5918604651162788,0.41,0.94
0,22 April 2022,0.714186046511628,0.52,0.94
0,23 April 2022,0.8193023255813955,0.6,0.94
0,24 April 2022,0.8112195121951221,0.6,1.0
0,25 April 2022,0.7957500000000001,0.5,0.94
0,26 April 2022,0.7911904761904763,0.53,1.0
0,27 April 2022,0.8382222222222221,0.73,0.94
0,28 April 2022,0.928444444444444,0.83,1.0
0,29 April 2022,0.880833333333333,0.74,0.94
0,30 April 2022,0.8110256410256407,0.65,0.94
0,1 May 2022,0.6434090909090909,0.43,0.88
0,2 May 2022,0.6434090909090909,0.43,0.88
0,3 May 2022,0.7584444444444448,0.57,0.94
0,4 May 2022,0.7377272727272729,0.44,0.94
0,5 May 2022,0.6849999999999999,0.34,0.94
0,6 May 2022,0.7534883720930238,0.6,0.88
0,7 May 2022,0.4934782608695654,0.3,0.67
0,8 May 2022,0.4969767441860467,0.3,0.71
0,9 May 2022,0.5787500000000001,0.43,0.77
0,10 May 2022,0.9236363636363637,0.82,1.0
0,11 May 2022,0.7360869565217394,0.56,1.0
0,12 May 2022,0.8539130434782606,0.64,1.0
0,13 May 2022,0.9028571428571426,0.83,0.94
0,14 May 2022,0.9010256410256405,0.83,0.94
0,15 May 2022,0.8816279069767438,0.74,1.0
0,16 May 2022,0.9065853658536586,0.69,1.0
0,17 May 2022,0.6186666666666668,0.39,0.94
0,18 May 2022,0.5519565217391303,0.31,0.82
0,19 May 2022,0.5449999999999999,0.35,0.76
0,20 May 2022,0.5666666666666667,0.42,0.67
0,21 May 2022,0.8363636363636363,0.55,0.94
0,22 May 2022,0.8479487179487176,0.64,0.94
0,23 May 2022,0.8458333333333332,0.6,1.0
0,24 May 2022,0.9102702702702699,0.83,1.0
0,25 May 2022,0.8853488372093021,0.68,1.0
0,26 May 2022,0.8817647058823525,0.73,1.0
0,27 May 2022,0.7997727272727277,0.6,0.94
0,28 May 2022,0.7993617021276598,0.53,1.0
0,29 May 2022,0.7402439024390244,0.53,0.94
0,30 May 2022,0.618372093023256,0.42,0.82
0,31 May 2022,0.6655813953488372,0.51,0.82
0,1 June 2022,0.46341463414634154,0.31,0.62
0,2 June 2022,0.46341463414634154,0.31,0.62
0,3 June 2022,0.6030769230769232,0.42,0.77
0,4 June 2022,0.7056410256410257,0.48,0.87
0,5 June 2022,0.6095238095238098,0.39,0.87
0,6 June 2022,0.5965,0.43,0.76
0,7 June 2022,0.5965,0.43,0.76
0,8 June 2022,0.503076923076923,0.3,0.67
0,9 June 2022,0.49487804878048763,0.34,0.62
0,10 June 2022,0.5471794871794872,0.36,0.71
0,11 June 2022,0.5366666666666667,0.34,0.67
0,12 June 2022,0.5268292682926827,0.3,0.76
0,13 June 2022,0.49650000000000005,0.37,0.67
0,14 June 2022,0.6472500000000003,0.48,0.82
0,15 June 2022,0.7027499999999998,0.45,0.87
0,16 June 2022,0.6348717948717951,0.32,0.93
0,17 June 2022,0.528717948717949,0.35,0.67
0,18 June 2022,0.6732558139534883,0.52,0.77
0,19 June 2022,0.7199999999999996,0.63,0.82
0,20 June 2022,0.82825,0.72,0.94
0,21 June 2022,0.8552941176470586,0.68,1.0
0,22 June 2022,0.8039024390243901,0.52,1.0
0,23 June 2022,0.6325000000000001,0.45,0.76
0,24 June 2022,0.6440000000000001,0.43,0.82
0,25 June 2022,0.6109999999999999,0.43,0.82
0,26 June 2022,0.5914285714285715,0.4,0.77
0,27 June 2022,0.718,0.59,0.87
0,28 June 2022,0.6235135135135138,0.51,0.77
0,29 June 2022,0.8148387096774194,0.71,0.94
0,30 June 2022,0.68675,0.46,0.93
0,1 July 2022,0.8947222222222226,0.67,1.0
0,2 July 2022,0.8947222222222226,0.67,1.0
0,3 July 2022,0.955,0.94,1.0
0,4 July 2022,0.9048000000000003,0.77,1.0
0,5 July 2022,0.9061363636363637,0.83,1.0
0,6 July 2022,0.8456521739130435,0.72,1.0
0,7 July 2022,0.895333333333333,0.77,1.0
0,8 July 2022,0.8156666666666668,0.62,1.0
0,9 July 2022,0.6256818181818181,0.45,0.82
0,10 July 2022,0.6193181818181818,0.45,0.71
0,11 July 2022,0.8575510204081637,0.68,1.0
0,12 July 2022,0.8709999999999998,0.72,1.0
0,13 July 2022,0.7288372093023258,0.39,1.0
0,14 July 2022,0.7147368421052631,0.59,0.88
0,15 July 2022,0.7243478260869567,0.58,0.94
0,16 July 2022,0.6445945945945948,0.39,0.87
0,17 July 2022,0.6551282051282052,0.41,0.93
0,18 July 2022,0.3980952380952382,0.2,0.62
0,19 July 2022,0.5142105263157895,0.31,0.72
0,20 July 2022,0.8058536585365855,0.66,0.94
0,21 July 2022,0.9034090909090907,0.77,1.0
0,22 July 2022,0.7968421052631577,0.68,0.94
0,23 July 2022,0.8187878787878788,0.68,0.94
0,24 July 2022,0.9109302325581395,0.82,1.0
0,25 July 2022,0.8424999999999998,0.68,1.0
0,26 July 2022,0.7978048780487805,0.6,1.0
0,27 July 2022,0.6939534883720928,0.42,1.0
0,28 July 2022,0.5702173913043478,0.42,0.67
0,29 July 2022,0.5941860465116279,0.37,0.76
0,30 July 2022,0.5852380952380952,0.42,0.77
0,31 July 2022,0.6433333333333332,0.39,0.81
0,1 August 2022,0.5037837837837835,0.26,0.68
0,2 August 2022,0.5037837837837835,0.26,0.68
0,3 August 2022,0.5173684210526318,0.24,0.71
0,4 August 2022,0.5323076923076921,0.39,0.64
0,5 August 2022,0.6842500000000001,0.53,0.83
0,6 August 2022,0.5364864864864864,0.27,0.83
0,7 August 2022,0.45785714285714285,0.28,0.59
0,8 August 2022,0.6558333333333335,0.55,0.72
0,9 August 2022,0.7369444444444445,0.59,0.87
0,10 August 2022,0.7956410256410256,0.68,0.94
0,11 August 2022,0.8407894736842101,0.68,1.0
0,12 August 2022,0.7464999999999998,0.52,0.94
0,13 August 2022,0.7397297297297295,0.63,0.88
0,14 August 2022,0.6738095238095239,0.43,0.94
0,15 August 2022,0.540232558139535,0.34,0.72
0,16 August 2022,0.5153488372093024,0.32,0.67
0,17 August 2022,0.591388888888889,0.32,0.76
0,18 August 2022,0.6864102564102562,0.52,0.82
0,19 August 2022,0.6475,0.31,0.88
0,20 August 2022,0.6444444444444444,0.43,0.82
0,21 August 2022,0.5483333333333333,0.37,0.82
0,22 August 2022,0.6047368421052631,0.37,0.77
0,23 August 2022,0.5295121951219514,0.27,0.87
0,24 August 2022,0.6872093023255818,0.33,0.94
0,25 August 2022,0.6284444444444444,0.54,0.76
0,26 August 2022,0.6926190476190475,0.52,0.88
0,27 August 2022,0.8712820512820514,0.77,0.94
0,28 August 2022,0.9400000000000001,0.88,1.0
0,29 August 2022,0.8030000000000002,0.56,1.0
0,30 August 2022,0.8065217391304345,0.6,0.94
0,31 August 2022,0.6015151515151516,0.35,0.88
0,1 September 2022,0.8018421052631582,0.64,0.94
0,2 September 2022,0.8018421052631582,0.64,0.94
0,3 September 2022,0.8047619047619046,0.63,0.94
0,4 September 2022,0.7556410256410255,0.51,1.0
0,5 September 2022,0.7597499999999997,0.55,0.88
0,6 September 2022,0.7270270270270269,0.59,0.88
0,7 September 2022,0.7767567567567565,0.63,0.88
0,8 September 2022,0.7221052631578947,0.49,0.94
0,9 September 2022,0.691388888888889,0.53,0.82
0,10 September 2022,0.7437837837837841,0.6,0.88
0,11 September 2022,0.6258974358974358,0.33,0.82
0,12 September 2022,0.5056097560975611,0.27,0.68
0,13 September 2022,0.47024390243902453,0.32,0.62
0,14 September 2022,0.6760526315789473,0.55,0.88
0,15 September 2022,0.6407499999999999,0.45,0.76
0,16 September 2022,0.7990243902439026,0.56,1.0
0,17 September 2022,0.5516666666666665,0.25,1.0
0,18 September 2022,0.4448780487804877,0.33,0.64
0,19 September 2022,0.3910256410256409,0.23,0.63
0,20 September 2022,0.525952380952381,0.29,0.82
0,21 September 2022,0.5752777777777779,0.46,0.73
0,22 September 2022,0.7435897435897437,0.69,0.83
0,23 September 2022,0.8204878048780486,0.64,0.94
0,24 September 2022,0.8639999999999997,0.73,1.0
0,25 September 2022,0.8541176470588232,0.77,0.94
0,26 September 2022,0.7155263157894733,0.38,1.0
0,27 September 2022,0.7438888888888892,0.59,0.94
0,28 September 2022,0.7689743589743592,0.56,0.94
0,29 September 2022,0.8207499999999998,0.64,0.94
0,30 September 2022,0.824358974358974,0.68,0.94
0,1 October 2022,0.6513157894736841,0.52,0.82
0,2 October 2022,0.6513157894736841,0.52,0.82
0,3 October 2022,0.7760975609756094,0.59,0.94
0,4 October 2022,0.6694736842105261,0.43,0.88
0,5 October 2022,0.6361904761904762,0.41,0.77
0,6 October 2022,0.8213888888888886,0.64,0.94
0,7 October 2022,0.9242857142857146,0.82,1.0
0,8 October 2022,0.8459459459459457,0.65,0.94
0,9 October 2022,0.8770588235294122,0.47,1.0
0,10 October 2022,0.7952631578947366,0.63,1.0
0,11 October 2022,0.7321052631578946,0.56,0.94
0,12 October 2022,0.645142857142857,0.49,0.82
0,13 October 2022,0.7310256410256413,0.6,0.88
0,14 October 2022,0.6894736842105263,0.53,0.83
0,15 October 2022,0.5341176470588233,0.19,0.83
0,16 October 2022,0.5602941176470588,0.38,0.68
0,17 October 2022,0.6848780487804877,0.49,0.88
0,18 October 2022,0.7883333333333334,0.6,1.0
0,19 October 2022,0.7713157894736841,0.64,0.88
0,20 October 2022,0.8357142857142857,0.57,1.0
0,21 October 2022,0.8732352941176464,0.69,1.0
0,22 October 2022,0.8332432432432428,0.73,0.94
0,23 October 2022,0.8119354838709675,0.65,0.88
0,24 October 2022,0.8918750000000004,0.83,1.0
0,25 October 2022,0.9209302325581392,0.83,1.0
0,26 October 2022,0.837631578947368,0.51,1.0
0,27 October 2022,0.5645000000000001,0.3,0.88
0,28 October 2022,0.48727272727272725,0.32,0.69
0,29 October 2022,0.3704444444444446,0.22,0.56
0,30 October 2022,0.35756097560975614,0.17,0.52
0,31 October 2022,0.5070731707317074,0.33,0.64
0,1 November 2022,0.4639583333333334,0.24,0.78
0,2 November 2022,0.4639583333333334,0.24,0.78
0,3 November 2022,0.3955555555555557,0.26,0.58
0,4 November 2022,0.5519047619047618,0.37,0.77
0,5 November 2022,0.6961538461538463,0.56,0.88
0,6 November 2022,0.6386111111111112,0.5,0.82
0,7 November 2022,0.6308108108108109,0.47,0.82
0,8 November 2022,0.6654761904761907,0.44,0.88
0,9 November 2022,0.6050000000000002,0.41,0.78
0,10 November 2022,0.5910256410256413,0.31,0.83
0,11 November 2022,0.6040540540540542,0.41,0.77
0,12 November 2022,0.5926315789473685,0.39,0.77
0,13 November 2022,0.7947499999999995,0.57,0.88
0,14 November 2022,0.7913157894736839,0.58,0.94
0,15 November 2022,0.5571794871794872,0.25,1.0
0,16 November 2022,0.63275,0.49,0.83
0,17 November 2022,0.5405405405405403,0.34,0.77
0,18 November 2022,0.6409999999999999,0.48,0.77
0,19 November 2022,0.6455813953488374,0.55,0.73
0,20 November 2022,0.6740000000000002,0.53,0.82
0,21 November 2022,0.4039024390243901,0.17,0.88
0,22 November 2022,0.31390243902439013,0.25,0.44
0,23 November 2022,0.39395348837209304,0.25,0.55
0,24 November 2022,0.4370000000000001,0.26,0.78
0,25 November 2022,0.6797619047619051,0.38,0.88
0,26 November 2022,0.7040476190476189,0.5,0.83
0,27 November 2022,0.68609756097561,0.46,0.94
0,28 November 2022,0.6675609756097562,0.42,0.94
0,29 November 2022,0.7832500000000001,0.6,0.94
0,30 November 2022,0.6154545454545457,0.38,0.88
0,1 December 2022,0.6045454545454547,0.5,0.68
0,2 December 2022,0.6045454545454547,0.5,0.68
0,3 December 2022,0.6635897435897439,0.53,0.83
0,4 December 2022,0.6850000000000003,0.47,0.88
0,5 December 2022,0.6332558139534886,0.39,0.83
0,6 December 2022,0.6332558139534886,0.39,0.83
0,7 December 2022,0.7362222222222224,0.5,0.94
0,8 December 2022,0.543658536585366,0.15,0.83
0,9 December 2022,0.543658536585366,0.15,0.83
0,10 December 2022,0.5789473684210527,0.49,0.72
0,11 December 2022,0.5789473684210527,0.49,0.72
0,12 December 2022,0.6142857142857142,0.45,0.74
0,13 December 2022,0.42355555555555585,0.22,0.88
0,14 December 2022,0.39023809523809516,0.21,0.6
0,15 December 2022,0.405813953488372,0.19,0.73
0,16 December 2022,0.5669230769230769,0.42,0.73
0,17 December 2022,0.6355813953488374,0.52,0.73
0,18 December 2022,0.7490909090909093,0.68,0.88
0,19 December 2022,0.8418367346938774,0.64,0.94
0,20 December 2022,0.6550000000000001,0.56,0.83
0,21 December 2022,0.6421428571428572,0.49,0.73
0,22 December 2022,0.6381818181818184,0.46,0.83
0,23 December 2022,0.6728947368421054,0.44,0.83
0,24 December 2022,0.6692307692307691,0.4,0.88
0,25 December 2022,0.6443181818181819,0.35,0.94
0,26 December 2022,0.793488372093023,0.61,0.94
0,27 December 2022,0.7612195121951221,0.48,1.0
0,28 December 2022,0.7195238095238095,0.45,0.94
0,29 December 2022,0.6831818181818182,0.48,0.83
0,30 December 2022,0.8488095238095235,0.78,0.94
0,31 December 2022,0.8352173913043477,0.61,1.0
